Louisiana Secretary of State
Precinct Count: 18
Total Parishes in the Office: 3
Total Precincts in the Office: 44
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 3Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
State Representative 6th Representative District
CADDO
09 00 04-03
09 00 04-04
09 00 04-05
09 00 04-06
09 00 04-07
09 00 04-08
09 00 04-09
09 00 04-10
09 00 05-10
09 00 06-01
09 00 08-01
09 00 08-02
09 00 08-03
09 00 08-04
09 00 08-05
09 00 08-06
09 00 08-07
09 00 08-08
09 00 08-09
09 00 09-02
09 00 09-03
09 00 09-08
09 00 10-02
Precinct Count: 23
Total Parishes in the Office: 1
Total Precincts in the Office: 23
State Representative 7th Representative District
CADDO
09 00 11-03
09 00 11-07
09 00 11-08
Precinct Count: 3
DE SOTO
16 *ALL *ALL
Precinct Count: 57
SABINE
43 00 3-5
43 00 6-2
43 00 6-3
43 00 7-1
43 00 7-2
43 00 7-3
43 00 7-4
43 00 7-5
43 00 8-1
43 00 8-2
43 00 8-3
43 00 9-1
43 00 9-2
43 00 9-3
43 00 9-4
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 4Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
43 00 9-5
Precinct Count: 16
Total Parishes in the Office: 3
Total Precincts in the Office: 76
State Representative 8th Representative District
BOSSIER
08 02 01
08 02 01A
08 02 02
08 02 04 -1
08 02 04 -2
08 02 07
08 02 09
08 02 10
08 02 11
08 02 17A
08 02 18B
08 02 18C -1
08 02 18C -2
08 02 18F
08 02 18G
08 02 18H
08 02 18I
08 02 19
08 02 21A
08 02 21B
08 02 21C -1
08 02 21C -2
08 02 21D -1
08 02 21D -2
08 02 21E
08 02 22A -1
08 02 22A -2
08 02 22B
08 02 22C
Precinct Count: 29
Total Parishes in the Office: 1
Total Precincts in the Office: 29
State Representative 9th Representative District
BOSSIER
08 01 04
08 02 03
08 02 03A
08 02 14
08 02 15
08 02 16
08 02 17B
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 5Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
08 02 20
08 04 02
08 04 02A
08 04 03A
08 04 03B
08 04 03D
08 04 04A -1
08 04 04A -2
08 04 04B -1
08 04 04B -2
08 04 05A
08 04 06A -1
08 04 06A -2
08 04 06B
08 04 08A
08 04 11A
08 04 11B -1
08 04 11B -2
08 04 11C
Precinct Count: 26
Total Parishes in the Office: 1
Total Precincts in the Office: 26
State Representative 10th Representative District
BOSSIER
08 02 18D
08 03 01
08 03 02
08 03 03
08 03 04
08 04 01A
Precinct Count: 6
WEBSTER
60 *ALL *ALL
Precinct Count: 40
Total Parishes in the Office: 2
Total Precincts in the Office: 46
State Representative 11th Representative District
BIENVILLE
07 01 01
07 01 02
07 01 07
07 02 01
07 02 02
07 02 03
07 03 01
07 03 02
07 03 03
07 03 06
07 03 07
Precinct Count: 11
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 6Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
CLAIBORNE
14 *ALL *ALL
Precinct Count: 25
LINCOLN
31 01 01
31 01 02
31 01 03
31 02 01
31 03 01
31 03 03
31 09 01
31 09 02
31 09 03
31 10 01
31 10 02
31 10 04
31 10 05
31 10 06
31 11 01
31 11 03
31 11 04
31 11 05
31 12 01
31 12 02
31 12 03
31 12 04
31 12 06
Precinct Count: 23
Total Parishes in the Office: 3
Total Precincts in the Office: 59
State Representative 12th Representative District
LINCOLN
31 03 02
31 03 04
31 03 05
31 03 06
31 04 01
31 04 02
31 04 03
31 04 04
31 04 05
31 04 06
31 05 01
31 05 02
31 05 03
31 05 04
31 06 01
31 06 02
31 06 03
31 06 04
31 06 05
31 06 06
31 07 01
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 7Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
31 07 02
31 08 01
31 08 02
31 08 03
31 09 04
31 10 03
Precinct Count: 27
UNION
56 *ALL *ALL
Precinct Count: 30
Total Parishes in the Office: 2
Total Precincts in the Office: 57
State Representative 13th Representative District
BIENVILLE
07 01 03
07 01 04
07 01 05
07 01 06
07 03 04
07 03 05
07 04 01
07 04 02
07 04 03
07 05 01
07 05 02
07 05 03
07 05 04
07 06 01
07 06 02
07 06 03
07 06 04
07 06 05
07 07 01
07 07 02
07 07 03
07 07 04
Precinct Count: 22
JACKSON
25 *ALL *ALL
Precinct Count: 31
NATCHITOCHES
35 01 02
35 02 01
35 02 02
35 02 03
35 02 04
35 02 05
35 02 06
35 02 07
35 02 07A
35 02 08
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 8Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
35 02 09
Precinct Count: 11
WINN
64 *ALL *ALL
Precinct Count: 26
Total Parishes in the Office: 4
Total Precincts in the Office: 90
State Representative 14th Representative District
OUACHITA
37 00 01
37 00 01A
37 00 02
37 00 04
37 00 05
37 00 06
37 00 07
37 00 36
37 00 42
37 00 43
37 00 50
37 00 59
37 00 60
37 00 61
37 00 62
37 00 63
37 00 64
37 00 71
37 00 75
37 00 76
37 00 77
37 00 78
Precinct Count: 22
Total Parishes in the Office: 1
Total Precincts in the Office: 22
State Representative 15th Representative District
OUACHITA
37 00 32
37 00 33
37 00 38
37 00 39
37 00 40
37 00 41
37 00 44
37 00 44A
37 00 45
37 00 49
37 00 51
37 00 51A
37 00 52
37 00 52A
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 9Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
37 00 53
37 00 54
37 00 55
37 00 56
37 00 56A
37 00 57
Precinct Count: 20
Total Parishes in the Office: 1
Total Precincts in the Office: 20
State Representative 16th Representative District
MOREHOUSE
34 00 01
34 00 01-1
34 00 03-1
34 00 03-2
34 00 06
34 00 07
34 00 07-1
34 00 08
34 00 12
34 00 13
34 00 13-1
34 00 14
34 00 16
34 00 16-1
34 00 20
34 00 21
34 00 21-1
34 00 31
34 00 31-1
34 00 32
34 00 35
34 00 37
34 00 39-1
34 00 39-2
Precinct Count: 24
OUACHITA
37 00 03
37 00 08
37 00 09
37 00 09A
37 00 65
37 00 65A
37 00 66
37 00 67
37 00 68
37 00 69
37 00 70
37 00 72
37 00 73
37 00 74
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 10Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
37 00 79
Precinct Count: 15
Total Parishes in the Office: 2
Total Precincts in the Office: 39
State Representative 17th Representative District
OUACHITA
37 00 10
37 00 11
37 00 12
37 00 13
37 00 14
37 00 15
37 00 16
37 00 17
37 00 18
37 00 19
37 00 20
37 00 21
37 00 22
37 00 23
37 00 24
37 00 27
37 00 28
37 00 30
37 00 31
37 00 34
37 00 35
37 00 37
37 00 46
37 00 47
37 00 48
Precinct Count: 25
Total Parishes in the Office: 1
Total Precincts in the Office: 25
State Representative 18th Representative District
IBERVILLE
24 00 31
24 00 32
Precinct Count: 2
POINTE COUPEE
39 *ALL *ALL
Precinct Count: 25
WEST BATON ROUGE
61 00 01A
61 00 04A
61 00 18
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 11Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
61 00 19
61 00 20
61 00 21
61 00 22
Precinct Count: 7
WEST FELICIANA
63 *ALL *ALL
Precinct Count: 27
Total Parishes in the Office: 4
Total Precincts in the Office: 61
State Representative 19th Representative District
EAST CARROLL
18 00 04
18 00 15
18 00 17
18 00 18
Precinct Count: 4
MADISON
33 00 01
33 00 02
33 00 03
33 00 04
33 00 05
33 00 06
33 00 07
33 00 08
33 00 09
33 00 10
33 00 14
Precinct Count: 11
MOREHOUSE
34 00 23
34 00 24
34 00 26-1
34 00 27
34 00 27-1
34 00 29
34 00 40
34 00 42
34 00 45
34 00 47
34 00 48
34 00 50
34 00 51
34 00 53
34 00 53-1
34 00 54
Precinct Count: 16
RICHLAND
42 *ALL *ALL
Precinct Count: 23
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 12Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
WEST CARROLL
62 *ALL *ALL
Precinct Count: 23
Total Parishes in the Office: 5
Total Precincts in the Office: 77
State Representative 20th Representative District
CALDWELL
11 *ALL *ALL
Precinct Count: 19
CATAHOULA
13 01 2
13 01 3
13 01 4
13 02 2
13 03 1
13 03 2
13 04 1
13 04 2
13 05 1
13 06 1
13 06 2
13 06 3
13 06 3A
13 09 1
13 09 2
13 09 3
13 09 4
Precinct Count: 17
FRANKLIN
21 00 01
21 00 02
21 00 03
21 00 04
21 00 04A
21 00 04B
21 00 06
21 00 12
21 00 13
21 00 13A
21 00 14
21 00 21
21 00 22
21 00 26
21 00 27
21 00 27A
21 00 30
21 00 31
21 00 32
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 13Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
21 00 33
Precinct Count: 20
LASALLE
30 01 01
30 01 02
30 01 03
30 04 02
30 05 01
30 06 02
30 07 01
30 09 01
30 09 02
30 09 03
30 10 01
Precinct Count: 11
OUACHITA
37 00 25
37 00 26
37 00 58
Precinct Count: 3
Total Parishes in the Office: 5
Total Precincts in the Office: 70
State Representative 21st Representative District
CATAHOULA
13 01 1
13 01 1A
13 02 1
13 02 1A
13 06 5
13 06 5A
13 07 1
13 07 1A
13 07 3
13 07 5
13 08 1
Precinct Count: 11
CONCORDIA
15 *ALL *ALL
Precinct Count: 18
EAST CARROLL
18 00 01
18 00 03
18 00 05
18 00 05A
18 00 05B
18 00 06
18 00 07
18 00 09
18 00 10
18 00 13
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 14Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
18 00 14
18 00 16
18 00 19
Precinct Count: 13
FRANKLIN
21 00 16
21 00 18
21 00 19
21 00 20
21 00 24
Precinct Count: 5
MADISON
33 00 11
33 00 12
33 00 13
33 00 15
33 00 17
33 00 17A
33 00 18
33 00 19
33 00 20
33 00 21
33 00 22
33 00 23
33 00 24
33 00 25
33 00 26
Precinct Count: 15
TENSAS
54 *ALL *ALL
Precinct Count: 11
Total Parishes in the Office: 6
Total Precincts in the Office: 73
State Representative 22nd Representative District
GRANT
22 *ALL *ALL
Precinct Count: 31
LASALLE
30 02 01
30 03 01
30 03 02
30 04 03
30 07 02
30 08 02
30 08 03
30 08 05
30 08 07
30 09 05
Precinct Count: 10
NATCHITOCHES
35 01 03
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 15Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
35 01 03A
35 01 04
35 01 04A
35 01 06
35 01 07
35 01 11
35 01 12
35 01 13
35 04 09
Precinct Count: 10
Total Parishes in the Office: 3
Total Precincts in the Office: 51
State Representative 23rd Representative District
ORLEANS
36 02 07
36 03 08
36 03 09
36 03 12
36 03 14
36 03 15
36 03 18
36 03 19
36 03 20
36 04 03
36 04 06
36 04 07
36 04 08
36 05 08
36 05 09
36 05 10
36 05 11
36 05 12
36 05 13
36 05 15
36 06 07
36 06 08
36 06 09
36 07 12
36 07 15
36 07 16
36 07 21
36 07 27B
36 16 08
36 16 09
36 17 08
36 17 09
36 17 10
36 17 11
36 17 12
36 17 13
36 17 13A
36 17 14
36 17 15
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 16Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
36 17 16
Precinct Count: 40
Total Parishes in the Office: 1
Total Precincts in the Office: 40
State Representative 24th Representative District
BEAUREGARD
06 00 01
06 00 01A
06 00 02
06 00 03
06 00 04
06 00 05
06 00 06
06 00 17A
06 00 19
06 00 20
06 00 21
Precinct Count: 11
SABINE
43 00 1-1
43 00 1-2
43 00 1-3
43 00 1-4
43 00 1-5
43 00 2-1
43 00 2-2
43 00 2-6
43 00 3-2
43 00 3-6
43 00 4-1
43 00 5-1
43 00 5-2
43 00 5-3
43 00 5-4
43 00 5-8
Precinct Count: 16
VERNON
58 01 07
58 01 09
58 02 01
58 02 01A
58 02 02
58 02 02A
58 02 03
58 02 04
58 03 01
58 03 02
58 03 03
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 17Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
58 03 04
58 03 05
58 04 03
58 04 03B
58 04 03L
58 04 03N
58 05 01
58 05 02
58 05 02A
58 06 01
58 06 02
58 06 03
58 06 04
58 07 03
58 07 04A
58 08 01
58 08 02
58 08 03
Precinct Count: 29
Total Parishes in the Office: 3
Total Precincts in the Office: 56
State Representative 25th Representative District
NATCHITOCHES
35 01 01
35 01 01A
35 01 05
35 01 05A
35 01 08
35 01 09
35 01 09A
35 01 10
35 01 10A
35 01 10B
35 01 14
35 03 01
35 03 02
35 03 03
35 03 04
35 03 05
35 03 06
35 03 07
35 03 08
35 03 09
35 03 10
35 04 01
35 04 02
35 04 03
35 04 04
35 04 05
35 04 06
35 04 07
35 04 08
Precinct Count: 29
RAPIDES
40 00 C22
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 18Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
40 00 C23
40 00 C30
40 00 C31
40 00 C33
40 00 C34
40 00 C35
40 00 C36 AK
40 00 C36 LZ
40 00 C37A
40 00 C37B
40 00 C41
40 00 C42
40 00 S01
40 00 S02
40 00 S04
40 00 S05
40 00 S06A
40 00 S06B
40 00 S08
40 00 S09
40 00 S11
40 00 S13
40 00 S14
40 00 S15
Precinct Count: 25
Total Parishes in the Office: 2
Total Precincts in the Office: 54
State Representative 26th Representative District
RAPIDES
40 00 C01
40 00 C02
40 00 C03
40 00 C04 AK
40 00 C04 LZ
40 00 C05
40 00 C06
40 00 C07
40 00 C08
40 00 C09
40 00 C10
40 00 C11A
40 00 C11B
40 00 C13 AK
40 00 C13 LZ
40 00 C14
40 00 C15
40 00 C17
40 00 C18
40 00 C19
40 00 C20
40 00 C21 AK
40 00 C21 LZ
40 00 C24
40 00 C25
40 00 C26
40 00 C27
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 19Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
40 00 C28
40 00 C32
40 00 C38A
40 00 C38B
40 00 C39
40 00 C40
40 00 N01
40 00 N02
40 00 N03
40 00 N04
40 00 N05
Precinct Count: 38
Total Parishes in the Office: 1
Total Precincts in the Office: 38
State Representative 27th Representative District
RAPIDES
40 00 N06
40 00 N07
40 00 N08 AK
40 00 N08 LZ
40 00 N09
40 00 N10 AK
40 00 N10 LZ
40 00 N11
40 00 N12
40 00 N13A
40 00 N13B
40 00 N14A
40 00 N14B
40 00 N15
40 00 N16
40 00 N17
40 00 N18A
40 00 N18B
40 00 N19 AK
40 00 N19 LZ
40 00 N20 AK
40 00 N20 LZ
40 00 N21
40 00 N22
40 00 N23
40 00 N24 AK
40 00 N24 LZ
40 00 N25
40 00 N26 AK
40 00 N26 LZ
40 00 N27
40 00 N28
40 00 N29
40 00 S16
Precinct Count: 34
Total Parishes in the Office: 1
Total Precincts in the Office: 34
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 20Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
State Representative 28th Representative District
AVOYELLES
05 *ALL *ALL
Precinct Count: 41
ST. LANDRY
49 00 01
49 00 01A
49 00 01B
49 00 01C
49 00 01D
49 00 04
49 00 04A
49 00 04B
Precinct Count: 8
Total Parishes in the Office: 2
Total Precincts in the Office: 49
State Representative 29th Representative District
EAST BATON ROUGE
17 01 017
17 01 018
17 01 019
17 01 021
17 01 022
17 01 023
17 01 024
17 01 025
17 01 026
17 01 058 A
17 01 058 B
17 01 077 A
17 01 077 B
17 01 085 A
17 01 085 B
17 02 016 A
17 02 016 B
17 02 023 A
17 02 023 B
17 02 027 A
17 02 027 B
17 02 030 A
17 02 030 B
Precinct Count: 23
WEST BATON ROUGE
61 00 01B
61 00 01C
61 00 01D
61 00 01E
61 00 02A
61 00 02B
61 00 03
61 00 04B
61 00 05
61 00 06
61 00 07A
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 21Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
61 00 07B
61 00 08
61 00 09
61 00 10
61 00 11
61 00 13A
61 00 13B
61 00 14A
61 00 14B
61 00 15
61 00 16
61 00 17
Precinct Count: 23
Total Parishes in the Office: 2
Total Precincts in the Office: 46
State Representative 30th Representative District
BEAUREGARD
06 00 07
06 00 15
06 00 16
06 00 16A
06 00 17
06 00 18
06 00 18A
06 00 25
06 00 25B
06 00 26
06 00 27
06 00 27A
06 00 27B
06 00 28
06 00 28A
06 00 30
Precinct Count: 16
VERNON
58 01 01
58 01 01A
58 01 01B
58 01 02
58 01 03
58 01 03C
58 01 04
58 01 04B
58 01 04C
58 01 05
58 01 05A
58 01 06
58 01 06A
58 01 06B
58 01 07B
58 01 08
58 01 08A
58 04 01
58 04 02
58 04 03A
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 22Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
58 04 03C
58 04 03G
58 04 03K
58 07 01
58 07 02
58 07 02A
58 07 02B
58 07 04
58 07 05
58 07 05A
58 07 05D
Precinct Count: 31
Total Parishes in the Office: 2
Total Precincts in the Office: 47
State Representative 31st Representative District
LAFAYETTE
28 00 034
28 00 035
28 00 036
28 00 067
28 00 085
28 00 086
28 00 105
28 00 106
28 00 109
28 00 117
28 00 125
28 00 133
Precinct Count: 12
VERMILION
57 00 22
57 00 24
57 00 25
57 00 26
57 00 26A
57 00 26B
57 00 32
57 00 34
57 00 34A
57 00 35
57 00 36A
57 00 37
57 00 39
57 00 46
57 00 46C
57 00 46D
57 00 46E
Precinct Count: 17
Total Parishes in the Office: 2
Total Precincts in the Office: 29
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 23Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
State Representative 32nd Representative District
ALLEN
02 *ALL *ALL
Precinct Count: 18
BEAUREGARD
06 00 09
06 00 10
06 00 11
06 00 11B
06 00 14
06 00 14A
06 00 22
Precinct Count: 7
CALCASIEU
10 00 560
10 00 561
10 00 562
10 00 600
10 00 601
10 00 602
10 00 603
10 00 660
10 00 661
10 00 662
10 00 663
10 00 664
10 00 760
Precinct Count: 13
JEFFERSON DAVIS
27 00 17
Precinct Count: 1
Total Parishes in the Office: 4
Total Precincts in the Office: 39
State Representative 33rd Representative District
CALCASIEU
10 00 400
10 00 401
10 00 402
10 00 403
10 00 404
10 00 405
10 00 406
10 00 407
10 00 408
10 00 460E
10 00 460W
10 00 461
10 00 465
10 00 466E
10 00 466W
10 00 467
10 00 468
10 00 469
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 24Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
10 00 700
10 00 701
10 00 702
10 00 703
10 00 761
10 00 762
Precinct Count: 24
Total Parishes in the Office: 1
Total Precincts in the Office: 24
State Representative 34th Representative District
CALCASIEU
10 00 300
10 00 301
10 00 303
10 00 304
10 00 305
10 00 307
10 00 308
10 00 309E
10 00 309W
10 00 310
10 00 311
10 00 312
10 00 313E
10 00 313W
10 00 315E
10 00 315W
10 00 318
10 00 319N
10 00 319S
10 00 320E
10 00 320W
10 00 321
10 00 322
10 00 323
10 00 324
10 00 328
10 00 329
10 00 330
10 00 361
10 00 364
Precinct Count: 30
Total Parishes in the Office: 1
Total Precincts in the Office: 30
State Representative 35th Representative District
BEAUREGARD
06 00 12
06 00 12A
06 00 13
Precinct Count: 3
CALCASIEU
10 00 160E
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 25Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
10 00 160W
10 00 161
10 00 162E
10 00 162W
10 00 163
10 00 164
10 00 165
10 00 166E
10 00 166W
10 00 167
10 00 302
10 00 306
10 00 314
10 00 316E
10 00 317
10 00 440
10 00 441
10 00 463
10 00 464
Precinct Count: 20
Total Parishes in the Office: 2
Total Precincts in the Office: 23
State Representative 36th Representative District
CALCASIEU
10 00 316W
10 00 325
10 00 326
10 00 327
10 00 331
10 00 332N
10 00 332S
10 00 333
10 00 334
10 00 335
10 00 336
10 00 337
10 00 338
10 00 339
10 00 340
10 00 362
10 00 363
10 00 366
10 00 367
10 00 368
10 00 369
10 00 372
Precinct Count: 22
Total Parishes in the Office: 1
Total Precincts in the Office: 22
State Representative 37th Representative District
CALCASIEU
10 00 261
10 00 262
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 26Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
10 00 360
10 00 800
10 00 801
10 00 860N
10 00 860S
10 00 861E
10 00 861W
Precinct Count: 9
JEFFERSON DAVIS
27 00 01
27 00 02
27 00 03
27 00 04
27 00 05
27 00 05A
27 00 06
27 00 07
27 00 08
27 00 08A
27 00 09A
27 00 09B
27 00 10
27 00 10A
27 00 12
27 00 13
27 00 14
27 00 16
27 00 16A
27 00 18
27 00 19
27 00 20
27 00 21
27 00 23
27 00 23B
Precinct Count: 25
Total Parishes in the Office: 2
Total Precincts in the Office: 34
State Representative 38th Representative District
EVANGELINE
20 01 1010
20 01 1020
20 01 1030
20 01 1031
20 01 1040
20 01 1041
20 01 1050
20 01 1080
20 01 1081
20 01 1090
20 01 1091
20 01 1100
20 01 1101
20 01 1110
20 01 1120
20 01 1130
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 27Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
20 01 1140
20 01 1150
20 01 1160
20 01 1161
20 01 1162
20 01 1170
20 01 1171
20 02 2010A
20 03 3010
20 03 3020
20 03 3030
20 03 3031
20 03 3032
20 03 3040
20 03 3050
20 03 3051
20 03 3052
20 03 3060
20 03 3070
20 03 3071
20 04 4001
20 04 4010
20 04 4011
20 04 4012
20 04 4020
20 04 4021
20 04 4030
20 04 4040
20 05 5004
20 05 5010
20 05 5020
20 05 5030
20 05 5040
20 05 5041
20 05 5050
Precinct Count: 51
RAPIDES
40 00 S07
40 00 S10 AK
40 00 S10 LZ
40 00 S17
40 00 S18
40 00 S19
40 00 S20
40 00 S21
40 00 S22
40 00 S23
40 00 S24
40 00 S25
40 00 S26
40 00 S27
40 00 S28
PRODUCTION Print Date: 5/2/2025 3:12:20 PM Page: 28Louisiana Secretary of State
Office Jurisdiction Report
For Election <No Election> AND Parish <Multi_Parish> AND Office State Representative AND District <Multiple>
40 00 S29
Precinct Count: 16
Total Parishes in the Office: 2
Total Precincts in the Office: 67
State Representative 39th Representative District
LAFAYETTE
28 00 001
28 00 002
28 00 003
28 00 004
28 00 005
28 00 006
28 00 007
28 00 008
28 00 009
28 00 026
28 00 029
28 00 030
28 00 031
28 00 050
28 00 071
28 00 113
28 00 114
28 00 119
28 00 122
28 00 123
28 00 124
Precinct Count: 21
Total Parishes in the Office: 1
Total Precincts in the Office: 21
State Representative 40th Representative District
ST. LANDRY
49 00 06
49 00 08
49 00 09
49 00 09A
49 00 10
49 00 10A
49 00 11
49 00 11B
